									EVAP			
	TEMP	TEMP	SOLAR		WIND		RAIN	EVAP	Priestley	EVAP		
DATE	Max	Min	Radn	SUN	Run	RAIN	period	Penman	Taylor	Open-water		
 	degC	degC	Mj/m2	hrs	km	mm	hrs	mm	mm	mm		
--------	------	------	------	--------	------	-------	------	------	--------	----------		
22/12/2015	23.3	13.7	23.7	0	3.6	0	0	0	4.654	0	0	FALSE
23/12/2015	24.3	12.8	24	0	3	0	0	0	4.724	0	0	FALSE
24/12/2015	20.4	14.2	15.7	0	2.8	2.6	0	0	2.84	0	0	FALSE
25/12/2015	23.8	14.4	20.5	0	2.1	0	0	0	4.001	0	0	FALSE
26/12/2015	26.9	12.4	28.3	0	1.9	0	0	0	5.784	0	0	FALSE
27/12/2015	27.4	11.1	30.6	0	2.1	0	0	0	6.249	0	0	FALSE
28/12/2015	26.6	14	26.4	0	2.3	0	0	0	5.426	0	0	FALSE
29/12/2015	23.9	12.2	31.3	0	4.2	0	0	0	6.258	0	0	FALSE
30/12/2015	25.6	8.6	23.3	0	1.9	0	0	0	4.443	0	0	FALSE
31/12/2015	26.5	14.5	26.8	0	3.1	0	0	0	5.537	0	0	FALSE
01/01/2016	20.2	16.5	7.9	0	3.7	1.1	0	0	1.201	0	0	FALSE
02/01/2016	20.5	16.9	5.1	0	3.2	25.7	0	0	0.595	0	0	FALSE
03/01/2016	23.2	16	11.4	0	2.4	1.1	0	0	2.01	0	0	FALSE
04/01/2016	23	15.8	25	0	3.6	0	0	0	5.023	0	0	FALSE
05/01/2016	22.9	9.1	26.8	0	1.9	0	0	0	5.073	0	0	FALSE
06/01/2016	21.7	11.1	29.1	0	2.4	0	0	0	5.596	0	0	FALSE
07/01/2016	22.4	12.8	18.5	0	2.9	3.1	0	0	3.457	0	0	FALSE
08/01/2016	22.6	15	6.4	0	3.2	16.2	0	0	0.882	0	0	FALSE
09/01/2016	23	17.6	29.6	0	3.6	0	0	0	6.149	0	0	FALSE
10/01/2016	22.1	12.9	20.9	0	3.7	0	0	0	3.964	0	0	FALSE
11/01/2016	22.9	11	19.1	0	2.6	1.6	0	0	3.54	0	0	FALSE
12/01/2016	24.2	14.7	13.1	0	1.6	0	0	0	2.382	0	0	FALSE
13/01/2016	24.5	10.5	28.8	0	2.6	0	0	0	5.656	0	0	FALSE
14/01/2016	25.3	14.1	20.3	0	1.9	0	0	0	4.002	0	0	FALSE
15/01/2016	24.9	13.6	23.2	0	2.3	0	0	0	4.61	0	0	FALSE
16/01/2016	27.1	13.6	24	0	1.5	0	0	0	4.888	0	0	FALSE
17/01/2016	26.4	11.9	19.6	0	2.1	0	0	0	3.806	0	0	FALSE
18/01/2016	25.2	17.2	15.3	0	3.5	25.4	0	0	2.967	0	0	FALSE
19/01/2016	25.2	17.2	23.5	0	2.7	0	0	0	4.851	0	0	FALSE
20/01/2016	25.3	15.2	19.7	0	1.4	0	0	0	3.908	0	0	FALSE
21/01/2016	27.4	13.4	28.7	0	1.6	0	0	0	5.956	0	0	FALSE
22/01/2016	26.6	13.3	26.5	0	1.8	0	0	0	5.413	0	0	FALSE
23/01/2016	29.3	12	28.7	0	1.7	0	0	0	5.984	0	0	FALSE
24/01/2016	30.3	13.7	27.9	0	1.4	0	0	0	5.947	0	0	FALSE
25/01/2016	29.7	14.4	25.1	0	1.7	0	0	0	5.3	0	0	FALSE
26/01/2016	29	17.1	20.8	0	1.6	0	0	0	4.374	0	0	FALSE
27/01/2016	28.4	21	15.3	0	1.9	0	0	0	3.158	0	0	FALSE
28/01/2016	28.7	17.6	22.4	0	2.5	0	0	0	4.762	0	0	FALSE
29/01/2016	27.8	18.3	20.7	0	2.1	0	0	0	4.35	0	0	FALSE
30/01/2016	28.7	15.4	23.6	0	1.8	0	0	0	4.95	0	0	FALSE
31/01/2016	27.8	17.8	19.1	0	2.1	5.2	0	0	3.953	0	0	FALSE
01/02/2016	25	18.8	16.3	0	2.1	2.6	0	0	3.238	0	0	FALSE
02/02/2016	28.3	18	20.6	0	1.5	0	0	0	4.334	0	0	FALSE
03/02/2016	27.9	17.8	26.8	0	2.3	0	0	0	5.779	0	0	FALSE
04/02/2016	25.5	16.5	17.1	0	2.7	0	0	0	3.368	0	0	FALSE
05/02/2016	24.7	18.2	10.7	0	2.1	1.8	0	0	1.919	0	0	FALSE
06/02/2016	26.3	18.5	15.3	0	2.6	0	0	0	3.032	0	0	FALSE
07/02/2016	27.9	19.2	22.3	0	2.5	0	0	0	4.772	0	0	FALSE
08/02/2016	26.7	18.1	19	0	1.7	0	0	0	3.901	0	0	FALSE
09/02/2016	23.5	17.6	8.2	0	1.2	0	0	0	1.32	0	0	FALSE
10/02/2016	28.7	15.5	18.5	0	1.7	0	0	0	3.763	0	0	FALSE
11/02/2016	27.5	17.9	15.1	0	1.2	0	0	0	3.001	0	0	FALSE
12/02/2016	29.9	15.4	24.8	0	1.4	0	0	0	5.286	0	0	FALSE
13/02/2016	29.9	15.4	24.8	0	1.4	0	0	0	5.286	0	0	FALSE
14/02/2016	26.8	17.1	21.1	0	2.6	0	0	0	4.358	0	0	FALSE
15/02/2016	26.5	16.3	15.6	0	2.7	0	0	0	3.047	0	0	FALSE
16/02/2016	27	17.5	15.8	0	2.4	2.6	0	0	3.141	0	0	FALSE
17/02/2016	22.4	17.8	5.4	0	2.6	18.9	0	0	0.679	0	0	FALSE
18/02/2016	26.2	18.6	12.1	0	3.6	15	0	0	2.281	0	0	FALSE
19/02/2016	25.8	17.6	18.6	0	2.6	0	0	0	3.759	0	0	FALSE
20/02/2016	25.5	11.9	21.2	0	2	0	0	0	4.124	0	0	FALSE
21/02/2016	26.6	13.1	19.3	0	2	0	0	0	3.789	0	0	FALSE
22/02/2016	27.9	14.5	21.8	0	1.6	0	0	0	4.46	0	0	FALSE
23/02/2016	26.1	17.6	15.2	0	1.6	2.3	0	0	2.979	0	0	FALSE
24/02/2016	26.3	12.9	22.7	0	1.5	0	0	0	4.53	0	0	FALSE
25/02/2016	26	9.9	23.7	0	1.5	0	0	0	4.604	0	0	FALSE
26/02/2016	27.7	13.5	21.9	0	1.6	0	0	0	4.434	0	0	FALSE
27/02/2016	28.4	13.4	16.3	0	1.2	4.2	0	0	3.179	0	0	FALSE
28/02/2016	27.9	17	16.7	0	1.5	1.1	0	0	3.364	0	0	FALSE
29/02/2016	23	19	5.3	0	1.6	9	0	0	0.667	0	0	FALSE
01/03/2016	21.1	16.9	9.1	0	1.8	0	0	0	1.48	0	0	FALSE
02/03/2016	24.2	15.2	21.6	0	2	0	0	0	4.292	0	0	FALSE
03/03/2016	24.8	14.8	21.4	0	1.5	0	0	0	4.256	0	0	FALSE
04/03/2016	26.2	12.6	20.4	0	1.2	0	0	0	4.002	0	0	FALSE
05/03/2016	26.2	11.8	20.3	0	1.1	0	0	0	3.949	0	0	FALSE
06/03/2016	24.8	10.9	14.6	0	1.5	0	0	0	2.633	0	0	FALSE
07/03/2016	24.3	15.6	12.1	0	2.7	0	0	0	2.18	0	0	FALSE
08/03/2016	25.4	16.8	20.8	0	3	0	0	0	4.223	0	0	FALSE
09/03/2016	25.3	16.5	22.5	0	1.8	0	0	0	4.595	0	0	FALSE
10/03/2016	23.4	9.6	20.1	0	2.2	0	0	0	3.718	0	0	FALSE
11/03/2016	24.7	13.8	16.2	0	2.9	0	0	0	3.06	0	0	FALSE
12/03/2016	22	7.5	22.5	0	2.2	0	0	0	4.074	0	0	FALSE
13/03/2016	23.6	7.8	19.2	0	1.4	0	0	0	3.473	0	0	FALSE
14/03/2016	23.2	11.5	10.9	0	1.2	0	0	0	1.818	0	0	FALSE
15/03/2016	23.8	13.4	12.8	0	1.8	1.1	0	0	2.278	0	0	FALSE
16/03/2016	26.3	16.1	16.1	0	1.4	0	0	0	3.151	0	0	FALSE
17/03/2016	22	13.9	9.9	0	2.3	3.2	0	0	1.623	0	0	FALSE
18/03/2016	23.2	16.1	11.2	0	2.1	0	0	0	1.967	0	0	FALSE
19/03/2016	22.9	16.7	11.9	0	2.1	0	0	0	2.13	0	0	FALSE
20/03/2016	23.5	14.5	10.9	0	2.1	0	0	0	1.877	0	0	FALSE
21/03/2016	25.4	14.2	14.9	0	2	0	0	0	2.801	0	0	FALSE
22/03/2016	24.9	15.1	15.4	0	2.5	0	0	0	2.924	0	0	FALSE
23/03/2016	23.9	18	8.8	0	4.5	1.8	0	0	1.467	0	0	FALSE
24/03/2016	23	19.8	4.9	0	2.6	5.1	0	0	0.58	0	0	FALSE
25/03/2016	24.9	17.6	10.7	0	1	0	0	0	1.912	0	0	FALSE
26/03/2016	25.3	17.1	12.8	0	1.2	0	0	0	2.393	0	0	FALSE
27/03/2016	24.6	13.8	14.7	0	1.9	0	0	0	2.725	0	0	FALSE
28/03/2016	24	12	15.3	0	2.2	0	0	0	2.792	0	0	FALSE
29/03/2016	24.7	9.4	18.9	0	1.8	0	0	0	3.505	0	0	FALSE
30/03/2016	24.2	11.4	17.2	0	1.5	0	0	0	3.191	0	0	FALSE
31/03/2016	22.1	8	12.4	0	1.6	0	0	0	2.041	0	0	FALSE
01/04/2016	20.5	11.9	6.3	0	2.5	3.2	0	0	0.817	0	0	FALSE
02/04/2016	25.4	14.9	11.3	0	1.9	3.5	0	0	2.008	0	0	FALSE
03/04/2016	24	16.7	12.1	0	2.3	1.9	0	0	2.197	0	0	FALSE
04/04/2016	22.6	14.9	14.7	0	2.3	2.1	0	0	2.702	0	0	FALSE
05/04/2016	21.4	10.8	14.7	0	2.3	0	0	0	2.564	0	0	FALSE
06/04/2016	20.9	5.6	17.8	0	1.4	0	0	0	3.024	0	0	FALSE
07/04/2016	21.3	5.4	12	0	1.7	0	0	0	1.89	0	0	FALSE
08/04/2016	22.8	10.9	10.9	0	2.2	0	0	0	1.8	0	0	FALSE
09/04/2016	21.7	8.5	11.7	0	1.2	0	0	0	1.9	0	0	FALSE
10/04/2016	21.4	11.4	9.9	0	1.4	0	0	0	1.574	0	0	FALSE
11/04/2016	22.4	13.2	9.6	0	1.6	0	0	0	1.554	0	0	FALSE
12/04/2016	23.2	10.5	9.3	0	2.2	8.6	0	0	1.462	0	0	FALSE
13/04/2016	19.2	15.6	7.2	0	2	0	0	0	1.029	0	0	FALSE
14/04/2016	21.7	7.8	16.5	0	1.7	0	0	0	2.858	0	0	FALSE
15/04/2016	20.7	3.6	14.5	0	0.9	0	0	0	2.321	0	0	FALSE
16/04/2016	20.9	6.5	11.1	0	2.1	0	0	0	1.726	0	0	FALSE
17/04/2016	18.9	11.5	4.8	0	2.3	2.7	0	0	0.494	0	0	FALSE
18/04/2016	22.3	15.1	13.1	0	2.7	0	0	0	2.348	0	0	FALSE
19/04/2016	22.3	8.3	14.6	0	1.2	0	0	0	2.502	0	0	FALSE
20/04/2016	20.6	8	12.4	0	1.3	0	0	0	2.009	0	0	FALSE
21/04/2016	21.6	5.3	13.4	0	1.3	0	0	0	2.17	0	0	FALSE
22/04/2016	20.6	11.4	9.1	0	1.7	0	0	0	1.395	0	0	FALSE
23/04/2016	22	6.8	12	0	1.6	1.7	0	0	1.933	0	0	FALSE
24/04/2016	18.2	12.3	5.3	0	1.9	0	0	0	0.596	0	0	FALSE
25/04/2016	20.9	7.4	11.8	0	1.7	0	0	0	1.883	0	0	FALSE
26/04/2016	20	9.5	10.7	0	2.2	0	0	0	1.684	0	0	FALSE
27/04/2016	19.4	5.2	9.8	0	1.3	0	0	0	1.425	0	0	FALSE
28/04/2016	18.4	10.1	5.8	0	1.6	0	0	0	0.684	0	0	FALSE
29/04/2016	18.3	11.5	5.4	0	2.2	0	0	0	0.612	0	0	FALSE
30/04/2016	21.1	10.9	12.9	0	1.5	0	0	0	2.185	0	0	FALSE
01/05/2016	21.7	8.5	10.6	0	1.5	0	0	0	1.676	0	0	FALSE
02/05/2016	21.9	10.6	8.9	0	1.7	0	0	0	1.361	0	0	FALSE
03/05/2016	21.9	9.1	9.3	0	1.5	0	0	0	1.422	0	0	FALSE
04/05/2016	20.9	9.2	8.1	0	0.9	0	0	0	1.165	0	0	FALSE
05/05/2016	20.5	12.3	4.4	0	2.1	1.9	0	0	0.422	0	0	FALSE
06/05/2016	20.2	16.3	5	0	1.2	0	0	0	0.568	0	0	FALSE
07/05/2016	22.2	13.2	10.3	0	0.9	0	0	0	1.701	0	0	FALSE
08/05/2016	17	8.1	5.5	0	0.7	0	0	0	0.602	0	0	FALSE
09/05/2016	21.2	9.6	11	0	1.2	0	0	0	1.768	0	0	FALSE
10/05/2016	20.8	8.9	9	0	1	0	0	0	1.342	0	0	FALSE
11/05/2016	20.6	12	3.6	0	2	2.2	0	0	0.254	0	0	FALSE
12/05/2016	19.9	16.1	5.9	0	2.8	0	0	0	0.76	0	0	FALSE
13/05/2016	20.9	12.7	4.9	0	3.4	1.8	0	0	0.531	0	0	FALSE
14/05/2016	20.4	12.7	10.7	0	2.8	0	0	0	1.747	0	0	FALSE
15/05/2016	20.7	7.7	9	0	1.7	0	0	0	1.324	0	0	FALSE
16/05/2016	20.3	11.3	6.4	0	2.7	8	0	0	0.831	0	0	FALSE
17/05/2016	18	11.9	8.3	0	3.3	0	0	0	1.203	0	0	FALSE
18/05/2016	18.2	5.8	3.9	0	3.1	10.9	0	0	0.289	0	0	FALSE
19/05/2016	18.1	9.5	8.5	0	3.3	1.2	0	0	1.214	0	0	FALSE
20/05/2016	19.9	9.7	8.6	0	3.3	5.4	0	0	1.26	0	0	FALSE
21/05/2016	16.4	10.9	6.1	0	2.8	1.4	0	0	0.735	0	0	FALSE
22/05/2016	17.1	6.3	8	0	3.1	1.3	0	0	1.065	0	0	FALSE
23/05/2016	13.8	4.8	4.6	0	2.8	4.8	0	0	0.395	0	0	FALSE
24/05/2016	16.5	8.1	4.8	0	3.3	4.3	0	0	0.464	0	0	FALSE
25/05/2016	17.9	11.5	5.9	0	3.7	4.8	0	0	0.711	0	0	FALSE
26/05/2016	17.4	8.1	7.3	0	2.6	2.8	0	0	0.954	0	0	FALSE
27/05/2016	17.2	8.9	4.3	0	1.9	5.7	0	0	0.374	0	0	FALSE
28/05/2016	19.8	12.1	7.2	0	4.6	9.6	0	0	0.999	0	0	FALSE
29/05/2016	17.5	14.3	3.9	0	3.7	29.3	0	0	0.314	0	0	FALSE
30/05/2016	16.3	9	7.5	0	2.8	8.2	0	0	0.991	0	0	FALSE
31/05/2016	14.8	7.3	7.8	0	2.5	2	0	0	1.012	0	0	FALSE
01/06/2016	14.8	4.5	8.9	0	1.9	0	0	0	1.173	0	0	FALSE
02/06/2016	14.3	2.2	10.1	0	2.1	0	0	0	1.336	0	0	FALSE
03/06/2016	14.4	-0.7	9.7	0	1	0	0	0	1.217	0	0	FALSE
04/06/2016	15.2	-1.1	9.3	0	0.8	0	0	0	1.157	0	0	FALSE
05/06/2016	14.8	-1.1	9.3	0	0.9	0	0	0	1.15	0	0	FALSE
06/06/2016	15.3	-0.4	8.9	0	1.6	0	0	0	1.103	0	0	FALSE
07/06/2016	16.1	2.8	6.4	0	3.2	0	0	0	0.719	0	0	FALSE
08/06/2016	16.7	8.3	5.6	0	3.7	0	0	0	0.621	0	0	FALSE
09/06/2016	18.5	11.9	3.9	0	4.5	0	0	0	0.31	0	0	FALSE
10/06/2016	19.1	15.7	2.8	0	3.2	7.1	0	0	0.089	0	0	FALSE
11/06/2016	18.3	10.2	8	0	2.1	0	0	0	1.125	0	0	FALSE
12/06/2016	15.2	8.5	3.9	0	2	2.6	0	0	0.288	0	0	FALSE
13/06/2016	13.5	5.9	9.6	0	3.2	0	0	0	1.301	0	0	FALSE
14/06/2016	13.7	1.9	5.4	0	0.9	0	0	0	0.516	0	0	FALSE
15/06/2016	16.6	6.3	6.7	0	2.1	0	0	0	0.814	0	0	FALSE
16/06/2016	15.5	6.1	5.3	0	1.1	0	0	0	0.542	0	0	FALSE
17/06/2016	13.9	2.3	7	0	1	0	0	0	0.796	0	0	FALSE
18/06/2016	14.4	4.7	4.6	0	1.2	0	0	0	0.398	0	0	FALSE
19/06/2016	16.7	8.3	7.1	0	1.5	0	0	0	0.91	0	0	FALSE
20/06/2016	18.4	3.7	8.3	0	1	0	0	0	1.106	0	0	FALSE
21/06/2016	16.3	7	3.1	0	1.6	11.5	0	0	0.135	0	0	FALSE
22/06/2016	18.1	11.6	2.2	0	2.5	37.8	0	0	0	0	0	FALSE
23/06/2016	17	14.7	3.5	0	3.7	8.1	0	0	0.231	0	0	FALSE
24/06/2016	16.6	10	6.8	0	2.7	0	0	0	0.867	0	0	FALSE
25/06/2016	15.4	6	1.9	0	1.6	10.2	0	0	0	0	0	FALSE
26/06/2016	15.9	9	5.1	0	3.4	19.1	0	0	0.523	0	0	FALSE
27/06/2016	16.2	8.1	4.3	0	4.1	11	0	0	0.367	0	0	FALSE
28/06/2016	16.5	10.4	7	0	2.5	7.8	0	0	0.909	0	0	FALSE
29/06/2016	12.7	8.3	1.9	0	2.2	23.4	0	0	0	0	0	FALSE
30/06/2016	14.5	10.6	4	0	2	5.4	0	0	0.312	0	0	FALSE
01/07/2016	12.7	2.5	9.6	0	1.9	0	0	0	1.227	0	0	FALSE
02/07/2016	12.1	-2.5	9.6	0	0.9	0	0	0	1.128	0	0	FALSE
03/07/2016	8.2	-2.1	6.3	0	1	0	0	0	0.578	0	0	FALSE
04/07/2016	14.7	-0.9	9.5	0	1	0	0	0	1.185	0	0	FALSE
05/07/2016	15.3	0.4	7.6	0	0.9	0	0	0	0.893	0	0	FALSE
06/07/2016	10.7	5.2	2.9	0	0.9	0	0	0	0.088	0	0	FALSE
07/07/2016	13.8	6.8	2.8	0	2.9	17.9	0	0	0.076	0	0	FALSE
08/07/2016	16.3	9.1	4.1	0	3.5	5	0	0	0.332	0	0	FALSE
09/07/2016	13.4	9	5.9	0	3.5	0	0	0	0.659	0	0	FALSE
10/07/2016	15.1	5.7	7.5	0	2.9	0	0	0	0.942	0	0	FALSE
11/07/2016	14.4	3.9	9.6	0	2.5	0	0	0	1.282	0	0	FALSE
12/07/2016	15.7	0.5	9.5	0	1.1	0	0	0	1.227	0	0	FALSE
13/07/2016	13.8	0.6	5.8	0	1.8	17.7	0	0	0.574	0	0	FALSE
14/07/2016	15.1	3.3	7.7	0	4.4	2.7	0	0	0.945	0	0	FALSE
15/07/2016	15.6	5.8	6.1	0	3.5	10.2	0	0	0.689	0	0	FALSE
16/07/2016	13.9	7.5	7.6	0	3.3	0	0	0	0.967	0	0	FALSE
17/07/2016	15.3	8.2	7.6	0	4.7	4.1	0	0	0.99	0	0	FALSE
18/07/2016	14.7	3.5	8.2	0	1.9	0	0	0	1.032	0	0	FALSE
19/07/2016	14.9	2.1	6.1	0	2.9	10.1	0	0	0.648	0	0	FALSE
20/07/2016	15.3	6.2	8.5	0	5.1	0	0	0	1.135	0	0	FALSE
21/07/2016	15.1	8.9	7.3	0	3.4	0	0	0	0.938	0	0	FALSE
22/07/2016	14.9	2.5	6.9	0	1.2	8.2	0	0	0.792	0	0	FALSE
23/07/2016	17.4	4.8	4.8	0	3.2	13	0	0	0.452	0	0	FALSE
24/07/2016	16.3	13.7	7.5	0	5.7	6.7	0	0	1.041	0	0	FALSE
25/07/2016	14.7	8.2	7.5	0	3	17	0	0	0.965	0	0	FALSE
26/07/2016	13.7	5.7	4.9	0	1.5	4.1	0	0	0.454	0	0	FALSE
27/07/2016	16.9	4.2	8	0	1.9	0	0	0	1.038	0	0	FALSE
28/07/2016	15	7.8	4.2	0	2.7	15.6	0	0	0.342	0	0	FALSE
29/07/2016	14.4	9.1	8.8	0	5.6	2.3	0	0	1.218	0	0	FALSE
30/07/2016	15.1	5.2	6.7	0	2.7	12.4	0	0	0.79	0	0	FALSE
31/07/2016	12.7	6.6	7.3	0	4.2	3.5	0	0	0.885	0	0	FALSE
01/08/2016	14.8	4.8	8.5	0	2.5	15.2	0	0	1.106	0	0	FALSE
02/08/2016	16	6.9	11.3	0	2	0	0	0	1.681	0	0	FALSE
03/08/2016	15.6	7.2	4.6	0	2.8	6.8	0	0	0.417	0	0	FALSE
04/08/2016	13.9	9.2	3.9	0	1.9	3.8	0	0	0.286	0	0	FALSE
05/08/2016	14.7	7.1	8.1	0	2	3.4	0	0	1.065	0	0	FALSE
06/08/2016	9.4	4.3	6.2	0	3.9	1.8	0	0	0.635	0	0	FALSE
07/08/2016	11.4	4.8	11.1	0	4.3	0	0	0	1.503	0	0	FALSE
08/08/2016	11.4	-2.3	12.6	0	1.1	0	0	0	1.584	0	0	FALSE
09/08/2016	13.6	-0.9	12.6	0	2.7	0	0	0	1.674	0	0	FALSE
10/08/2016	12.4	5.4	4.7	0	4.2	0	0	0	0.408	0	0	FALSE
11/08/2016	14.7	7.8	5.3	0	3	0	0	0	0.547	0	0	FALSE
12/08/2016	15.6	2.2	9.1	0	1.8	0	0	0	1.185	0	0	FALSE
13/08/2016	15.3	7.6	7.7	0	2.5	0	0	0	1.002	0	0	FALSE
14/08/2016	14.7	3	9.1	0	2	0	0	0	1.183	0	0	FALSE
15/08/2016	15.9	7.5	12	0	1.2	0	0	0	1.823	0	0	FALSE
16/08/2016	17.3	1.3	13.7	0	1.1	0	0	0	2.018	0	0	FALSE
17/08/2016	16.5	1.3	14.2	0	1	0	0	0	2.084	0	0	FALSE
18/08/2016	16.1	1.1	12.2	0	0.9	0	0	0	1.717	0	0	FALSE
19/08/2016	15.8	2.3	13.9	0	1.4	0	0	0	2.04	0	0	FALSE
20/08/2016	16.2	6	11.3	0	1.4	0	0	0	1.668	0	0	FALSE
21/08/2016	16.2	2.1	14.6	0	1.8	0	0	0	2.17	0	0	FALSE
22/08/2016	15.6	4.8	9.5	0	1.8	0	0	0	1.304	0	0	FALSE
23/08/2016	16.5	5.3	13.1	0	2.3	0	0	0	1.996	0	0	FALSE
24/08/2016	12.2	3.8	3.6	0	1.4	22.7	0	0	0.209	0	0	FALSE
25/08/2016	16.6	8.2	2.2	0	1.9	28.1	0	0	0	0	0	FALSE
26/08/2016	18.5	11.9	6.6	0	4.4	4.4	0	0	0.862	0	0	FALSE
27/08/2016	14.7	10	11	0	4.9	0	0	0	1.657	0	0	FALSE
28/08/2016	16.9	4.7	14.2	0	1.7	0	0	0	2.196	0	0	FALSE
29/08/2016	13.5	4	4.1	0	2.3	0	0	0	0.301	0	0	FALSE
30/08/2016	18.5	7.6	14	0	1.4	0	0	0	2.269	0	0	FALSE
31/08/2016	18.1	3.4	15.1	0	1	0	0	0	2.36	0	0	FALSE
01/09/2016	14.6	4.4	8.3	0	1.2	0	0	0	1.061	0	0	FALSE
02/09/2016	18.1	8.7	9.8	0	2.3	2.8	0	0	1.459	0	0	FALSE
03/09/2016	17.3	11.2	9	0	2.6	0	0	0	1.326	0	0	FALSE
04/09/2016	17.6	12.2	5.1	0	2.1	12.8	0	0	0.552	0	0	FALSE
05/09/2016	16.2	12.9	11.6	0	4.5	1.1	0	0	1.858	0	0	FALSE
06/09/2016	16.5	10.5	13.4	0	2.9	0	0	0	2.173	0	0	FALSE
07/09/2016	15.9	5.5	10.3	0	3.2	8	0	0	1.468	0	0	FALSE
08/09/2016	11.1	5.1	9.1	0	4.5	0	0	0	1.158	0	0	FALSE
09/09/2016	13.6	3.8	14.8	0	4.4	0	0	0	2.178	0	0	FALSE
10/09/2016	16.9	3.3	18.3	0	3.3	0	0	0	2.911	0	0	FALSE
11/09/2016	17.3	0.9	18.6	0	1.7	0	0	0	2.877	0	0	FALSE
12/09/2016	14.8	1.9	10.9	0	1.5	0	0	0	1.479	0	0	FALSE
13/09/2016	17.4	4.4	13.4	0	2.1	0	0	0	2.052	0	0	FALSE
14/09/2016	18.2	10.3	10.3	0	2.4	24.4	0	0	1.586	0	0	FALSE
15/09/2016	16.3	12.5	6.5	0	2.3	4.4	0	0	0.827	0	0	FALSE
16/09/2016	18.2	12.6	5.3	0	2.2	0	0	0	0.598	0	0	FALSE
17/09/2016	16.4	12.9	3.7	0	2.8	14.4	0	0	0.266	0	0	FALSE
18/09/2016	18.9	12.5	11.6	0	2.8	0	0	0	1.903	0	0	FALSE
19/09/2016	18	8.2	17.1	0	2.1	0	0	0	2.878	0	0	FALSE
20/09/2016	15.9	7.8	11.1	0	1.9	11.5	0	0	1.658	0	0	FALSE
21/09/2016	14.7	11.1	8.3	0	2.6	2.6	0	0	1.152	0	0	FALSE
22/09/2016	15.8	10.4	8	0	2.2	8.2	0	0	1.098	0	0	FALSE
23/09/2016	18.7	11.9	10.3	0	1.4	0	0	0	1.621	0	0	FALSE
24/09/2016	18.5	12.7	10.4	0	2.5	11.1	0	0	1.652	0	0	FALSE
25/09/2016	14.7	12.8	4	0	3	11.9	0	0	0.32	0	0	FALSE
26/09/2016	17.6	11	12.1	0	2.6	0	0	0	1.949	0	0	FALSE
27/09/2016	18.3	11.8	11.9	0	3.3	0	0	0	1.939	0	0	FALSE
28/09/2016	18.5	10.9	12.1	0	2.1	21.3	0	0	1.965	0	0	FALSE
29/09/2016	17.1	12	8.3	0	2.6	8.4	0	0	1.193	0	0	FALSE
30/09/2016	17.6	11.2	10.6	0	2.8	1.1	0	0	1.651	0	0	FALSE
01/10/2016	18.1	11.7	9.9	0	2.6	8.2	0	0	1.527	0	0	FALSE
02/10/2016	18.6	12.8	9.6	0	2.7	9.9	0	0	1.49	0	0	FALSE
03/10/2016	18.5	8.7	15.7	0	2.3	4.4	0	0	2.632	0	0	FALSE
04/10/2016	18.4	8	14.2	0	2.5	13.1	0	0	2.315	0	0	FALSE
05/10/2016	18.1	12.3	18	0	4.7	13	0	0	3.192	0	0	FALSE
06/10/2016	16.1	11.2	11	0	4.9	15.6	0	0	1.705	0	0	FALSE
07/10/2016	16.2	8.2	16.3	0	3.7	2.3	0	0	2.668	0	0	FALSE
08/10/2016	17.4	6.5	18.1	0	4.2	0	0	0	2.997	0	0	FALSE
09/10/2016	16.5	12.6	9.9	0	3.3	2.7	0	0	1.516	0	0	FALSE
10/10/2016	17.6	9.8	11.9	0	2.2	0	0	0	1.885	0	0	FALSE
11/10/2016	21.3	9.4	16.8	0	2.5	0	0	0	2.956	0	0	FALSE
12/10/2016	19.5	12.1	11.2	0	3.4	0	0	0	1.824	0	0	FALSE
13/10/2016	18	5.2	21.4	0	2.6	0	0	0	3.598	0	0	FALSE
14/10/2016	17.3	4.9	12.4	0	2.7	6.5	0	0	1.874	0	0	FALSE
15/10/2016	16.1	7.2	17	0	3.1	3.1	0	0	2.769	0	0	FALSE
16/10/2016	17.5	4.5	18.2	0	3.8	0	0	0	2.953	0	0	FALSE
17/10/2016	19	11.1	23.4	0	4.7	0	0	0	4.282	0	0	FALSE
18/10/2016	19.3	5.4	22.4	0	3	0	0	0	3.851	0	0	FALSE
19/10/2016	19.3	7.8	11.6	0	2.9	0	0	0	1.819	0	0	FALSE
20/10/2016	18.4	13.8	6.6	0	2.9	5.3	0	0	0.878	0	0	FALSE
21/10/2016	17.9	9.4	23.3	0	3.5	0	0	0	4.138	0	0	FALSE
22/10/2016	18.8	8.4	23.4	0	3.2	0	0	0	4.154	0	0	FALSE
23/10/2016	21	4	24.6	0	1.7	0	0	0	4.288	0	0	FALSE
24/10/2016	20.5	9.3	14.7	0	2.6	0	0	0	2.502	0	0	FALSE
25/10/2016	19.8	14.1	9.9	0	2.7	6.2	0	0	1.592	0	0	FALSE
26/10/2016	18.6	11.5	17.5	0	4.3	2.8	0	0	3.08	0	0	FALSE
27/10/2016	19.1	10.6	19.9	0	3.2	0	0	0	3.554	0	0	FALSE
28/10/2016	19.3	9.1	19.5	0	3.2	4.4	0	0	3.426	0	0	FALSE
29/10/2016	17.8	10.6	23.2	0	3.9	0	0	0	4.167	0	0	FALSE
30/10/2016	18.1	4.6	23.7	0	2.4	0	0	0	4.011	0	0	FALSE
