									EVAP			
	TEMP	TEMP	SOLAR		WIND		RAIN	EVAP	Priestley	EVAP		
DATE	Max	Min	Radn	SUN	Run	RAIN	period	Penman	Taylor	Open-water		
 	degC	degC	Mj/m2	hrs	km	mm	hrs	mm	mm	mm		
--------	------	------	------	--------	------	-------	------	------	--------	----------		
01/01/2010	22.7	11	31.4	0	3.2	0	0	0	6.133	0	0	FALSE
02/01/2010	22.7	8.9	30.1	0	3.1	0	0	0	5.735	0	0	FALSE
03/01/2010	24	11.7	21.1	0	2.3	3.4	0	0	4.035	0	0	FALSE
04/01/2010	22.3	17	20.2	0	5	0	0	0	3.976	0	0	FALSE
05/01/2010	22.1	11.3	30.9	0	3.1	0	0	0	6.009	0	0	FALSE
06/01/2010	24.9	5.8	30.3	0	1.7	0	0	0	5.724	0	0	FALSE
07/01/2010	23.9	11.3	22.6	0	2.3	0	0	0	4.337	0	0	FALSE
08/01/2010	21.3	11.8	22.4	0	3.2	0	0	0	4.205	0	0	FALSE
09/01/2010	23.4	6.2	32.3	0	2.5	0	0	0	6.064	0	0	FALSE
10/01/2010	22	5.5	26.1	0	1.9	9.1	0	0	4.703	0	0	FALSE
11/01/2010	19.7	12.8	27.7	0	3.6	0	0	0	5.287	0	0	FALSE
12/01/2010	22.4	8.6	25.6	0	1.7	1.3	0	0	4.775	0	0	FALSE
13/01/2010	20.6	10	15	0	2.6	0	0	0	2.584	0	0	FALSE
14/01/2010	25.2	8.8	30.6	0	1.8	0	0	0	5.982	0	0	FALSE
15/01/2010	25.8	10.6	22.7	0	2.4	0	0	0	4.41	0	0	FALSE
16/01/2010	25.2	15.9	19.7	0	2.3	0	0	0	3.93	0	0	FALSE
17/01/2010	24.4	14.9	17.6	0	1.8	4.5	0	0	3.396	0	0	FALSE
18/01/2010	21.8	15.2	12.2	0	1.5	2.3	0	0	2.143	0	0	FALSE
19/01/2010	27.4	15.9	25.4	0	1.7	0	0	0	5.331	0	0	FALSE
20/01/2010	25.8	14.2	20.6	0	2.9	11.5	0	0	4.092	0	0	FALSE
21/01/2010	24.6	18.1	14.6	0	2.4	25	0	0	2.814	0	0	FALSE
22/01/2010	21.7	16.1	24	0	4.5	0	0	0	4.756	0	0	FALSE
23/01/2010	23.2	15.9	20.8	0	4	0	0	0	4.102	0	0	FALSE
24/01/2010	21.3	12.9	15.3	0	3	0	0	0	2.743	0	0	FALSE
25/01/2010	27.3	11.9	25.5	0	1.6	0	0	0	5.154	0	0	FALSE
26/01/2010	26.6	17.1	21.2	0	2.2	20	0	0	4.374	0	0	FALSE
27/01/2010	26.4	13.5	24.8	0	1.6	12.5	0	0	5.031	0	0	FALSE
28/01/2010	27.1	13.7	28	0	1.5	0	0	0	5.798	0	0	FALSE
29/01/2010	26	15.3	26.9	0	2	0	0	0	5.575	0	0	FALSE
30/01/2010	26.4	14.9	21.8	0	2	2.2	0	0	4.415	0	0	FALSE
31/01/2010	21.4	17.5	3.8	0	3.5	53.2	0	0	0.315	0	0	FALSE
01/02/2010	25.6	17.4	16.3	0	4.1	0	0	0	3.214	0	0	FALSE
02/02/2010	26.5	18.4	20.3	0	2.9	0	0	0	4.21	0	0	FALSE
03/02/2010	25	15.9	24.6	0	2.3	0	0	0	5.033	0	0	FALSE
04/02/2010	25.3	15.1	25.6	0	1.9	0	0	0	5.235	0	0	FALSE
05/02/2010	25.4	16.6	19	0	1.7	0	0	0	3.803	0	0	FALSE
06/02/2010	26.1	17.7	17	0	1.6	0	0	0	3.401	0	0	FALSE
07/02/2010	25.8	15.7	23.3	0	1.7	0	0	0	4.765	0	0	FALSE
08/02/2010	26.4	14	19.4	0	1.4	5.3	0	0	3.837	0	0	FALSE
09/02/2010	25.2	16.4	23.6	0	2.4	0	0	0	4.838	0	0	FALSE
10/02/2010	22.2	15.1	22.1	0	2.9	0	0	0	4.317	0	0	FALSE
11/02/2010	24.3	14.8	18.9	0	1.9	0	0	0	3.679	0	0	FALSE
12/02/2010	25	13.1	17.3	0	2.1	7.7	0	0	3.291	0	0	FALSE
13/02/2010	24.1	17.7	19.7	0	3.1	2.7	0	0	3.956	0	0	FALSE
14/02/2010	24.5	19.1	20.6	0	3.1	0	0	0	4.23	0	0	FALSE
15/02/2010	24.2	16.9	11	0	1.9	0	0	0	1.955	0	0	FALSE
16/02/2010	23	17	11.7	0	1.5	0	0	0	2.093	0	0	FALSE
17/02/2010	26.2	17.4	11.3	0	1	0	0	0	2.07	0	0	FALSE
18/02/2010	25.1	18.5	10.5	0	1.2	0	0	0	1.885	0	0	FALSE
19/02/2010	24.5	16.2	26.4	0	3.6	0	0	0	5.431	0	0	FALSE
20/02/2010	24.1	9.7	24.3	0	1.8	0	0	0	4.637	0	0	FALSE
21/02/2010	25.3	8.3	22.9	0	1.4	0	0	0	4.332	0	0	FALSE
22/02/2010	27.1	10.9	24.7	0	1.2	0	0	0	4.919	0	0	FALSE
23/02/2010	24.7	15.4	16.8	0	1.9	0	0	0	3.241	0	0	FALSE
24/02/2010	26.2	17	19.5	0	2.1	0	0	0	3.961	0	0	FALSE
25/02/2010	23.8	17.8	13	0	2.4	7.2	0	0	2.421	0	0	FALSE
26/02/2010	25.3	12.5	21.2	0	1.4	0	0	0	4.14	0	0	FALSE
27/02/2010	25.9	12	24.1	0	1.6	0	0	0	4.782	0	0	FALSE
28/02/2010	25.7	12.4	22.1	0	1.1	0	0	0	4.35	0	0	FALSE
01/03/2010	25.7	11.4	21.1	0	1.4	0	0	0	4.09	0	0	FALSE
02/03/2010	23.3	15	12.8	0	1.4	0	0	0	2.302	0	0	FALSE
03/03/2010	22.7	15	20	0	2.5	0	0	0	3.872	0	0	FALSE
04/03/2010	23.1	12.9	23.5	0	2.9	0	0	0	4.566	0	0	FALSE
05/03/2010	27.6	7.7	24.4	0	1.1	0	0	0	4.728	0	0	FALSE
06/03/2010	25.3	14	20.7	0	2.6	0	0	0	4.088	0	0	FALSE
07/03/2010	23	13.4	17.4	0	2.2	0	0	0	3.259	0	0	FALSE
08/03/2010	24.3	8.5	21.5	0	1.2	0	0	0	4.004	0	0	FALSE
09/03/2010	24.5	12.3	13.6	0	1.4	0	0	0	2.444	0	0	FALSE
10/03/2010	25.6	13.8	20.2	0	1.7	0	0	0	3.98	0	0	FALSE
11/03/2010	23.1	10.2	12.4	0	3	0	0	0	2.108	0	0	FALSE
12/03/2010	21.1	11.5	17.8	0	3.6	0	0	0	3.222	0	0	FALSE
13/03/2010	20.6	5.6	16.9	0	2.6	0	0	0	2.838	0	0	FALSE
14/03/2010	23.2	10.2	21.4	0	2.1	0	0	0	4.007	0	0	FALSE
15/03/2010	22	12.4	19.9	0	3.2	0	0	0	3.728	0	0	FALSE
16/03/2010	19.1	8.1	10.5	0	2.1	0	0	0	1.604	0	0	FALSE
17/03/2010	22.3	11.3	15.8	0	2.8	0	0	0	2.833	0	0	FALSE
18/03/2010	19.5	0.6	22.3	0	2.2	0	0	0	3.638	0	0	FALSE
19/03/2010	19.7	6.4	7.7	0	2.6	0	0	0	1.038	0	0	FALSE
20/03/2010	22.8	14.6	13	0	2.9	0	0	0	2.327	0	0	FALSE
21/03/2010	24.4	15.1	17.6	0	2.7	0	0	0	3.402	0	0	FALSE
22/03/2010	21.8	12.1	11.7	0	2.3	0	0	0	1.973	0	0	FALSE
23/03/2010	22.8	13.5	8.8	0	2.6	1.8	0	0	1.391	0	0	FALSE
24/03/2010	21.8	10.4	7.9	0	2.8	11.9	0	0	1.148	0	0	FALSE
25/03/2010	19.5	11	13.5	0	3.8	0	0	0	2.274	0	0	FALSE
26/03/2010	22	13.5	15.5	0	3.5	0	0	0	2.822	0	0	FALSE
27/03/2010	22.6	8.4	16.5	0	2.4	0	0	0	2.903	0	0	FALSE
28/03/2010	25.3	9.8	15	0	2.4	0	0	0	2.704	0	0	FALSE
29/03/2010	21.5	13.1	16.8	0	3.3	0	0	0	3.074	0	0	FALSE
30/03/2010	21.4	8	17.1	0	2.5	0	0	0	2.977	0	0	FALSE
31/03/2010	22	11	13	0	2.1	0	0	0	2.228	0	0	FALSE
01/04/2010	22.5	9.8	13.3	0	1.2	0	0	0	2.275	0	0	FALSE
02/04/2010	21.4	8.9	11.9	0	0.9	0	0	0	1.943	0	0	FALSE
03/04/2010	22.1	10.5	13.3	0	1.3	0	0	0	2.282	0	0	FALSE
04/04/2010	22.9	9.6	11.2	0	1	0	0	0	1.841	0	0	FALSE
05/04/2010	24.8	10.8	15.7	0	1.4	0	0	0	2.868	0	0	FALSE
06/04/2010	20.1	13.7	10.7	0	2	15.4	0	0	1.759	0	0	FALSE
07/04/2010	19.2	12	15.3	0	2.9	0	0	0	2.662	0	0	FALSE
08/04/2010	19.2	4.5	15.7	0	1.9	0	0	0	2.534	0	0	FALSE
09/04/2010	20.5	4.5	17.5	0	1.3	0	0	0	2.917	0	0	FALSE
10/04/2010	21.9	2.1	17.5	0	1	0	0	0	2.886	0	0	FALSE
11/04/2010	21.9	3.6	16.6	0	1	0	0	0	2.759	0	0	FALSE
12/04/2010	21.6	6.8	13.4	0	1.1	0	0	0	2.205	0	0	FALSE
13/04/2010	21	7.9	10.6	0	2.1	2.7	0	0	1.653	0	0	FALSE
14/04/2010	21.6	14.6	13.1	0	3.1	0	0	0	2.321	0	0	FALSE
15/04/2010	20.2	10.4	12.4	0	2.6	0	0	0	2.051	0	0	FALSE
16/04/2010	19.4	12.4	15.8	0	2.9	0	0	0	2.782	0	0	FALSE
17/04/2010	17.1	2	7.5	0	1.7	0	0	0	0.919	0	0	FALSE
18/04/2010	21.2	8.6	13.6	0	2.2	0	0	0	2.278	0	0	FALSE
19/04/2010	19.4	9.8	11.2	0	3.5	0	0	0	1.78	0	0	FALSE
20/04/2010	20.1	13.7	12.1	0	3	0	0	0	2.055	0	0	FALSE
21/04/2010	18.9	4.8	8	0	1.4	0	0	0	1.068	0	0	FALSE
22/04/2010	18.5	11	8.6	0	2.2	0	0	0	1.259	0	0	FALSE
23/04/2010	18.8	10.3	10.1	0	1.8	0	0	0	1.556	0	0	FALSE
24/04/2010	21.8	10.4	12.6	0	2.7	0	0	0	2.127	0	0	FALSE
25/04/2010	22.9	10.9	11.2	0	0.5	0	0	0	1.865	0	0	FALSE
26/04/2010	22.4	10.5	9.3	0	2.1	0	0	0	1.45	0	0	FALSE
27/04/2010	22.5	14.2	5.7	0	3	6.3	0	0	0.722	0	0	FALSE
28/04/2010	18.9	9.9	9.2	0	1	0	0	0	1.37	0	0	FALSE
29/04/2010	21.6	9.7	11.9	0	1.1	0	0	0	1.963	0	0	FALSE
30/04/2010	21.2	9.5	12.6	0	1.7	6.3	0	0	2.094	0	0	FALSE
01/05/2010	17.2	11.1	8.7	0	2.2	2.9	0	0	1.263	0	0	FALSE
02/05/2010	16.3	2.4	13.3	0	1.2	0	0	0	1.95	0	0	FALSE
03/05/2010	15.8	2.2	6.9	0	1.4	0	0	0	0.799	0	0	FALSE
04/05/2010	17.8	7.1	12.5	0	2.6	0	0	0	1.95	0	0	FALSE
05/05/2010	17.2	3.2	13.4	0	1.5	0	0	0	2.019	0	0	FALSE
06/05/2010	17.8	1.4	12.3	0	1.4	0	0	0	1.783	0	0	FALSE
07/05/2010	17.2	7.6	6.4	0	1	0	0	0	0.773	0	0	FALSE
08/05/2010	17.2	7.6	6.4	0	1	0	0	0	0.773	0	0	FALSE
09/05/2010	16.7	5.4	6.3	0	1.4	0	0	0	0.732	0	0	FALSE
10/05/2010	16.7	5.4	6.3	0	1.4	0	0	0	0.732	0	0	FALSE
11/05/2010	18.2	9.4	6.6	0	1.6	0	0	0	0.837	0	0	FALSE
12/05/2010	18.2	9.4	6.6	0	1.6	0	0	0	0.837	0	0	FALSE
13/05/2010	20.9	8	11.3	0	2.1	0	0	0	1.794	0	0	FALSE
14/05/2010	20.9	8	11.3	0	2.1	0	0	0	1.794	0	0	FALSE
15/05/2010	18.8	10.2	5.6	0	3.4	0	0	0	0.648	0	0	FALSE
16/05/2010	18.8	10.2	5.6	0	3.4	0	0	0	0.648	0	0	FALSE
17/05/2010	18.3	14.1	3.7	0	5.7	8.4	0	0	0.274	0	0	FALSE
18/05/2010	18.3	14.1	3.7	0	5.7	8.4	0	0	0.274	0	0	FALSE
19/05/2010	21.4	15	8.5	0	1.4	0	0	0	1.327	0	0	FALSE
20/05/2010	21.4	15	8.5	0	1.4	0	0	0	1.327	0	0	FALSE
21/05/2010	20.9	10.5	11	0	1.7	1.1	0	0	1.779	0	0	FALSE
22/05/2010	20.9	10.5	11	0	1.7	1.1	0	0	1.779	0	0	FALSE
23/05/2010	18.8	11.5	6.3	0	2.9	8.6	0	0	0.799	0	0	FALSE
24/05/2010	18.8	11.5	6.3	0	2.9	8.6	0	0	0.799	0	0	FALSE
25/05/2010	18.1	10	8.3	0	3	0	0	0	1.18	0	0	FALSE
26/05/2010	18.1	10	8.3	0	3	0	0	0	1.18	0	0	FALSE
27/05/2010	18.8	5.6	8.5	0	0.6	0	0	0	1.173	0	0	FALSE
28/05/2010	18.8	5.6	8.5	0	0.6	0	0	0	1.173	0	0	FALSE
29/05/2010	17.1	5.1	6	0	0.7	0	0	0	0.676	0	0	FALSE
30/05/2010	17.1	5.1	6	0	0.7	0	0	0	0.676	0	0	FALSE
31/05/2010	16.4	5.6	8.7	0	0.7	0	0	0	1.179	0	0	FALSE
01/06/2010	16.4	5.6	8.7	0	0.7	0	0	0	1.179	0	0	FALSE
02/06/2010	14.4	5.5	5.1	0	1.8	15	0	0	0.493	0	0	FALSE
03/06/2010	14.4	5.5	5.1	0	1.8	15	0	0	0.493	0	0	FALSE
04/06/2010	13.7	7.2	2.1	0	3.9	3	0	0	0	0	0	FALSE
05/06/2010	17.6	7.2	10.8	0	1.2	0	0	0	1.621	0	0	FALSE
06/06/2010	16.2	3.9	3.6	0	1.2	26.1	0	0	0.222	0	0	FALSE
07/06/2010	16.1	7.2	1.9	0	2.4	2.1	0	0	0	0	0	FALSE
08/06/2010	15.9	8.3	6.8	0	3.3	19.4	0	0	0.845	0	0	FALSE
09/06/2010	17.1	10.4	8.8	0	3.7	4.1	0	0	1.272	0	0	FALSE
10/06/2010	16	8.8	4.7	0	1.2	3.2	0	0	0.446	0	0	FALSE
11/06/2010	16.9	9.9	7.7	0	1.9	1.2	0	0	1.046	0	0	FALSE
12/06/2010	13.8	6.7	6.8	0	2.4	3.8	0	0	0.81	0	0	FALSE
13/06/2010	15.3	3.8	10.2	0	1.2	0	0	0	1.404	0	0	FALSE
14/06/2010	14.3	3.1	7.7	0	1.5	9.3	0	0	0.932	0	0	FALSE
15/06/2010	13.3	6.3	1.9	0	2.7	14.6	0	0	0	0	0	FALSE
16/06/2010	17.8	10.8	9.2	0	1.6	1.9	0	0	1.367	0	0	FALSE
17/06/2010	15.3	5.7	6.1	0	0.8	0	0	0	0.686	0	0	FALSE
18/06/2010	16	2.6	11	0	1	0	0	0	1.537	0	0	FALSE
19/06/2010	16.1	1.4	8	0	2.5	4.7	0	0	0.986	0	0	FALSE
20/06/2010	17.3	5.9	2.2	0	4.1	23.1	0	0	0	0	0	FALSE
21/06/2010	16.8	13.6	7.9	0	3.5	11	0	0	1.127	0	0	FALSE
22/06/2010	12.4	7.9	7.3	0	2.4	0	0	0	0.9	0	0	FALSE
23/06/2010	12.6	0.4	9.9	0	2	0	0	0	1.237	0	0	FALSE
24/06/2010	14.6	3.5	6.7	0	1.9	19.4	0	0	0.764	0	0	FALSE
25/06/2010	15	6.9	5.1	0	3.1	3.4	0	0	0.506	0	0	FALSE
26/06/2010	16.1	8.9	6	0	3.6	9.2	0	0	0.698	0	0	FALSE
27/06/2010	13.5	7	6.8	0	2.9	7.8	0	0	0.81	0	0	FALSE
28/06/2010	14.5	4.1	7.9	0	3.2	2.3	0	0	0.984	0	0	FALSE
29/06/2010	11.9	6.2	9.8	0	3.1	0	0	0	1.314	0	0	FALSE
30/06/2010	13.9	-1.3	10	0	0.9	0	0	0	1.246	0	0	FALSE
01/07/2010	13.8	0	8.1	0	0.6	0	0	0	0.952	0	0	FALSE
02/07/2010	15.3	3.1	6.8	0	1.3	0	0	0	0.785	0	0	FALSE
03/07/2010	15.6	5.6	5.1	0	2.5	31.7	0	0	0.502	0	0	FALSE
04/07/2010	16.9	9.2	4.4	0	2.9	6	0	0	0.394	0	0	FALSE
05/07/2010	16.3	11.2	7.2	0	2.8	2.2	0	0	0.955	0	0	FALSE
06/07/2010	14.1	1.1	7.9	0	1.2	0	0	0	0.938	0	0	FALSE
07/07/2010	13.5	3.8	7.5	0	0.4	0	0	0	0.896	0	0	FALSE
08/07/2010	12.1	4.1	1.4	0	1	28.6	0	0	0	0	0	FALSE
09/07/2010	14.5	5.6	5.6	0	2.2	33.2	0	0	0.587	0	0	FALSE
10/07/2010	12.6	6.9	5.9	0	1.1	1.2	0	0	0.635	0	0	FALSE
11/07/2010	13.7	5.3	6.2	0	2.1	1.1	0	0	0.684	0	0	FALSE
12/07/2010	13.3	1.7	4.7	0	1.2	13.4	0	0	0.392	0	0	FALSE
13/07/2010	14.2	4.1	7.7	0	0.9	16.2	0	0	0.944	0	0	FALSE
14/07/2010	13.4	6.7	5.8	0	1.4	0	0	0	0.624	0	0	FALSE
15/07/2010	13.4	1.1	9.2	0	1.1	0	0	0	1.147	0	0	FALSE
16/07/2010	15.6	2.5	7.9	0	0.9	0	0	0	0.977	0	0	FALSE
17/07/2010	14.5	0.8	7.3	0	0.5	0	0	0	0.837	0	0	FALSE
18/07/2010	12.1	3.5	3.1	0	2	0	0	0	0.122	0	0	FALSE
19/07/2010	13.8	5.5	3	0	5.8	2.2	0	0	0.111	0	0	FALSE
20/07/2010	16.4	10.6	5.5	0	6	0	0	0	0.614	0	0	FALSE
21/07/2010	15.5	9.5	9.2	0	3.3	0	0	0	1.315	0	0	FALSE
22/07/2010	13.6	7.1	10.8	0	3.3	0	0	0	1.548	0	0	FALSE
23/07/2010	12.9	3.1	10.6	0	2.4	0	0	0	1.413	0	0	FALSE
24/07/2010	11.9	-2.6	10.6	0	1.1	0	0	0	1.278	0	0	FALSE
25/07/2010	12.4	-2.1	10.1	0	0.9	0	0	0	1.219	0	0	FALSE
26/07/2010	13.5	-0.7	10.3	0	1.5	0	0	0	1.299	0	0	FALSE
27/07/2010	13.5	-0.7	11	0	1.5	0	0	0	1.414	0	0	FALSE
28/07/2010	14.6	-0.5	10.5	0	1.7	0	0	0	1.358	0	0	FALSE
29/07/2010	15.2	-0.5	9.5	0	0.8	0	0	0	1.201	0	0	FALSE
30/07/2010	13.1	2.5	4.2	0	2.1	15.4	0	0	0.31	0	0	FALSE
31/07/2010	15.5	5.1	6.5	0	2.5	4	0	0	0.756	0	0	FALSE
01/08/2010	15.2	3.4	9.2	0	1.3	0	0	0	1.216	0	0	FALSE
02/08/2010	13.5	0.4	6.3	0	0.8	0	0	0	0.653	0	0	FALSE
03/08/2010	13.3	4.5	5.6	0	0.9	0	0	0	0.567	0	0	FALSE
04/08/2010	13.1	5	3.2	0	2.5	26.7	0	0	0.144	0	0	FALSE
05/08/2010	16.4	8.3	6	0	3	7.1	0	0	0.695	0	0	FALSE
06/08/2010	15.2	8.2	7.2	0	1.5	0	0	0	0.913	0	0	FALSE
07/08/2010	15.8	5.7	10	0	2	0	0	0	1.414	0	0	FALSE
08/08/2010	13.2	2	11.2	0	1.5	0	0	0	1.499	0	0	FALSE
09/08/2010	12.5	-2	8.4	0	1.1	3	0	0	0.953	0	0	FALSE
10/08/2010	14.4	2.5	8.9	0	3.2	5.7	0	0	1.135	0	0	FALSE
11/08/2010	14.1	3.2	9.5	0	2.1	0	0	0	1.247	0	0	FALSE
12/08/2010	13.9	2.6	9.5	0	1	0	0	0	1.233	0	0	FALSE
13/08/2010	13.9	-0.3	11.4	0	1	0	0	0	1.498	0	0	FALSE
14/08/2010	14.4	0.3	9.8	0	1.5	0	0	0	1.252	0	0	FALSE
15/08/2010	13.8	5	3.3	0	2.6	19.3	0	0	0.164	0	0	FALSE
16/08/2010	17.2	11	10	0	2.4	0	0	0	1.521	0	0	FALSE
17/08/2010	14.7	6.3	3.6	0	1.9	7.4	0	0	0.224	0	0	FALSE
18/08/2010	15.5	10.4	2.2	0	3.5	12.5	0	0	0	0	0	FALSE
19/08/2010	16	8.9	8.2	0	1.8	0	0	0	1.121	0	0	FALSE
20/08/2010	14.8	2.6	8	0	0.8	0	0	0	0.985	0	0	FALSE
21/08/2010	13.5	5.4	2.3	0	2.4	24.7	0	0	0	0	0	FALSE
22/08/2010	14.5	8.2	9.6	0	2	7.3	0	0	1.358	0	0	FALSE
23/08/2010	12.6	6.3	11	0	3.1	0	0	0	1.543	0	0	FALSE
24/08/2010	13.2	-0.4	14.1	0	1.3	0	0	0	1.923	0	0	FALSE
25/08/2010	14	-0.5	12.2	0	1	0	0	0	1.628	0	0	FALSE
26/08/2010	14.4	-1	12.9	0	1.9	0	0	0	1.742	0	0	FALSE
27/08/2010	14.4	-1	12.9	0	1.9	0	0	0	1.742	0	0	FALSE
28/08/2010	15.4	13.5	1.8	0	2.8	15.2	0	0	0	0	0	FALSE
29/08/2010	16.4	11.6	3.5	0	1.9	0	0	0	0.222	0	0	FALSE
30/08/2010	14.2	5.8	4.9	0	0.9	5.9	0	0	0.457	0	0	FALSE
31/08/2010	17.3	9.1	12.7	0	3.5	15.3	0	0	2.021	0	0	FALSE
01/09/2010	13.4	7.9	9.7	0	3	4.4	0	0	1.355	0	0	FALSE
02/09/2010	14.7	4.9	10.6	0	2.5	0	0	0	1.486	0	0	FALSE
03/09/2010	13.4	3.5	5.3	0	1.9	10.9	0	0	0.508	0	0	FALSE
04/09/2010	14.8	7.5	8.1	0	3.1	0	0	0	1.071	0	0	FALSE
05/09/2010	14.4	2.3	11.7	0	2.2	3.7	0	0	1.618	0	0	FALSE
06/09/2010	15.4	4.4	14.4	0	2	3.7	0	0	2.179	0	0	FALSE
07/09/2010	14.8	4.4	15.9	0	1.5	0	0	0	2.431	0	0	FALSE
08/09/2010	15.2	2.5	11.5	0	3.2	12.4	0	0	1.606	0	0	FALSE
09/09/2010	17.2	8.6	11.9	0	1.5	6.9	0	0	1.853	0	0	FALSE
10/09/2010	15.3	9.9	7	0	0.9	3.7	0	0	0.893	0	0	FALSE
11/09/2010	17.1	7	10	0	1.7	10.8	0	0	1.455	0	0	FALSE
12/09/2010	14.7	8.2	7.4	0	2	5.4	0	0	0.946	0	0	FALSE
13/09/2010	15.2	6.1	13.3	0	2.7	1.7	0	0	2.022	0	0	FALSE
14/09/2010	14.7	7	8.4	0	2.2	3.4	0	0	1.119	0	0	FALSE
15/09/2010	16.9	4.6	14.2	0	1.7	0	0	0	2.193	0	0	FALSE
16/09/2010	12.7	4.5	6	0	2.7	7.5	0	0	0.632	0	0	FALSE
17/09/2010	14.1	7.2	14.4	0	4	3.7	0	0	2.225	0	0	FALSE
18/09/2010	14.8	3.8	16.9	0	3.5	0	0	0	2.589	0	0	FALSE
19/09/2010	14.4	4.5	10.3	0	2.5	0	0	0	1.418	0	0	FALSE
20/09/2010	15.7	10.4	2.5	0	4.4	21.1	0	0	0.022	0	0	FALSE
21/09/2010	15.8	11.5	6.2	0	1.9	1.2	0	0	0.755	0	0	FALSE
22/09/2010	17.8	4.9	12.5	0	1.4	0	0	0	1.903	0	0	FALSE
23/09/2010	15.9	9.3	5.1	0	3.2	21	0	0	0.525	0	0	FALSE
24/09/2010	17.3	11.4	14.6	0	3.1	0	0	0	2.453	0	0	FALSE
25/09/2010	16.3	5	6	0	2.3	21.2	0	0	0.67	0	0	FALSE
26/09/2010	19.7	10	8.7	0	3.2	3	0	0	1.281	0	0	FALSE
27/09/2010	15.8	12	11.5	0	3.1	0	0	0	1.813	0	0	FALSE
28/09/2010	16.2	8.4	13.5	0	3.1	4.4	0	0	2.136	0	0	FALSE
29/09/2010	15	9	16.6	0	3.1	5	0	0	2.714	0	0	FALSE
30/09/2010	18.1	4.4	6.8	0	3.2	7.7	0	0	0.829	0	0	FALSE
01/10/2010	16.5	9	11.3	0	4.7	11.3	0	0	1.73	0	0	FALSE
02/10/2010	15.6	7.2	12.2	0	7	6.9	0	0	1.849	0	0	FALSE
03/10/2010	15.8	11.5	14.6	0	6.2	3.4	0	0	2.417	0	0	FALSE
04/10/2010	15.5	8	13.4	0	5.5	11.2	0	0	2.091	0	0	FALSE
05/10/2010	15	10.9	15.3	0	6	8.6	0	0	2.517	0	0	FALSE
06/10/2010	13	8	18.2	0	5.9	2.9	0	0	2.919	0	0	FALSE
07/10/2010	15.1	7.7	15.6	0	6.3	2.2	0	0	2.489	0	0	FALSE
08/10/2010	16.1	6.6	16.6	0	3.7	3.1	0	0	2.675	0	0	FALSE
09/10/2010	16	11.5	10.4	0	4.4	2.9	0	0	1.589	0	0	FALSE
10/10/2010	18	8.8	11.9	0	2.6	0	0	0	1.873	0	0	FALSE
11/10/2010	19.7	12.1	15.5	0	2.8	0	0	0	2.72	0	0	FALSE
12/10/2010	20.4	8	18.2	0	1.3	0	0	0	3.166	0	0	FALSE
13/10/2010	21.7	10.3	15.8	0	2	0	0	0	2.787	0	0	FALSE
14/10/2010	18.7	12.5	5.1	0	3.4	18.9	0	0	0.56	0	0	FALSE
15/10/2010	16.4	10.9	13.3	0	3.6	0	0	0	2.16	0	0	FALSE
16/10/2010	18.5	4.5	23.1	0	2.3	0	0	0	3.911	0	0	FALSE
17/10/2010	18.3	3.2	21.2	0	1.6	0	0	0	3.493	0	0	FALSE
18/10/2010	20	5.2	23.9	0	1.7	0	0	0	4.162	0	0	FALSE
19/10/2010	19.5	4.9	21	0	1.5	0	0	0	3.57	0	0	FALSE
20/10/2010	18.2	10.1	18.3	0	2.6	0	0	0	3.183	0	0	FALSE
21/10/2010	17.5	10.1	16.3	0	2.9	0	0	0	2.762	0	0	FALSE
22/10/2010	18.5	8.8	16.4	0	2.4	4.1	0	0	2.773	0	0	FALSE
23/10/2010	16.3	12.2	19	0	4.5	0	0	0	3.33	0	0	FALSE
24/10/2010	16.3	4.4	19	0	2.6	5.3	0	0	3.056	0	0	FALSE
25/10/2010	13.7	6.6	13.5	0	3.9	0	0	0	2.035	0	0	FALSE
26/10/2010	16.2	0.7	24.6	0	3.1	0	0	0	3.87	0	0	FALSE
27/10/2010	18.7	9.3	9.7	0	5.7	2.1	0	0	1.458	0	0	FALSE
28/10/2010	19.4	13.2	12	0	2.6	8.9	0	0	2.01	0	0	FALSE
29/10/2010	19.9	12.2	14.6	0	2.1	0	0	0	2.541	0	0	FALSE
30/10/2010	18.3	12.2	19.8	0	2.7	0	0	0	3.563	0	0	FALSE
31/10/2010	17.3	10.4	6.8	0	3.4	5	0	0	0.877	0	0	FALSE
01/11/2010	15.8	10.4	20.2	0	4.6	0	0	0	3.484	0	0	FALSE
02/11/2010	16.6	5.3	19.4	0	2.8	4.1	0	0	3.173	0	0	FALSE
03/11/2010	15.4	10.3	21.8	0	5	0	0	0	3.776	0	0	FALSE
04/11/2010	15.5	9	17.3	0	6.3	2.7	0	0	2.863	0	0	FALSE
05/11/2010	17.9	7	27.2	0	3.4	0	0	0	4.785	0	0	FALSE
06/11/2010	20.2	4.5	26.4	0	1.9	0	0	0	4.62	0	0	FALSE
07/11/2010	22.4	5.6	25.5	0	1.4	0	0	0	4.608	0	0	FALSE
08/11/2010	21.5	7.9	25.5	0	1.8	0	0	0	4.676	0	0	FALSE
09/11/2010	21.9	7.6	24.8	0	1.3	0	0	0	4.539	0	0	FALSE
10/11/2010	21.3	9.8	20.2	0	1.7	0	0	0	3.668	0	0	FALSE
11/11/2010	19.9	11.5	17.2	0	1.9	0	0	0	3.06	0	0	FALSE
12/11/2010	23	7.2	25.5	0	1.4	0	0	0	4.715	0	0	FALSE
